model,oos_r2,rmse,annual_ret,sharpe
XGBoost,-0.0008213193961592591,0.1305434773696644,0.45125774294834897,2.6765634355799097
MLP,0.0015048726470926477,0.13039167911600866,0.48608917255524947,2.977526096375121
