model,test_mse,test_oos_r2,ls_mean,ls_tstat,ls_sharpe_ann,n_test_months,n_test_obs
TemporalTransformer_K6,0.040982600301504135,-0.0023403167724609375,0.019358955323696136,3.121737114384867,1.5773861437476815,47,362754
